"Id","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","Target"
64,3,"5","5",NA,440,0,1,"1","9",7,48,"5","2",8244,880,1,100,2,"13",1720,5,"3","2","7",0,"3","3",NA,"3","6",1,2004,"4","2",0,0,"1","1",840,NA,"3",62,"4","2","5","3",0,60,"3",0.973034929090699,"6","2","4",840,NA,"14","1",2,2004,"1",49,840,7,"6","2",0,"3",0,0,"5",67963536,0,"9",5,2007,"5","2",0,"3",0,2004,"1","4",183500
65,3,"5","5",NA,543,0,1,"1","6",7,63,"5","2",8158,884,1,0,2,"13",1768,5,"3","2","7",0,NA,"2",NA,"3","6",0,2003,"4","2",0,0,"1","2",884,NA,"3",65,"4","2","5","3",550,60,"3",302499.418426548,"6","2","4",334,NA,"14","1",2,2003,"4",64,884,8,"3","2",0,"3",0,1,"5",66552964,252,"9",7,2008,"5","2",0,"3",0,2003,"1","4",224900
66,4,"5","5",NA,853,0,1,"1","16",8,154,"5","4",14215,1218,1,240,3,"13",2376,5,"3","2","7",0,"3","2",NA,"3","6",1,2005,"4","2",0,0,"1","2",1158,NA,"1",101,"4","2","1","3",0,60,"3",0.0113690558172789,"6","2","1",1158,NA,"14","1",3,2006,"1",81,1158,9,"6","1",0,"3",0,0,"5",202066225,380,"7",11,2006,"6","2",0,"3",0,2005,"1","4",325300
67,3,"5","5",NA,286,0,1,"5","11",4,96,"5","2",1974,546,1,120,1,"6",1092,5,"3","2","7",0,NA,"3",NA,"2","6",0,1973,"4","2",0,0,"1","2",546,NA,"4",NA,"5","2","5","3",334,160,"4",111555.305361039,"6","2","4",212,NA,"6","5",1,1973,"4",36,546,6,"2","1",0,"4",0,0,"5",3896676,0,"9",5,2010,"5","2",0,"3",0,1973,"1","4",83500
68,3,"5","5",NA,435,0,1,"1","17",6,0,"5","2",17043,0,0,192,2,"7",1586,5,"3","2","7",0,"5","3",NA,"2","6",1,1979,"4","2",0,0,"1","3",1362,NA,"3",48,"4","2","2","3",0,20,"4",0.20259721037292,"3","2","4",1362,NA,"7","5",2,1998,"1",49,1586,7,"6","3",0,"4",0,0,"3",290463849,0,"9",1,2009,"5","2",0,"3",0,1979,"1","1",181000
69,3,"5","5",NA,300,0,1,"1","6",5,0,"5","2",9920,0,1,0,1,"7",971,6,"3","2","7",0,"4","3",NA,"2","6",1,1969,"4","2",0,0,"1","3",971,NA,"3",69,"4","2","5","3",523,20,"4",273528.612463811,"3","2","2",448,NA,"11","5",1,1969,"1",25,971,5,"1","3",0,"4",0,0,"5",98406400,0,"9",5,2006,"5","2",0,"3",0,1969,"1","4",128500
70,3,"5","2",NA,502,0,1,"1","4",6,0,"5","6",6155,611,0,0,2,"14",1362,8,"3","2","7",0,NA,"3",NA,"1","6",0,1920,"4","2",0,0,"1","1",611,NA,"2",60,"5","2","4","9",0,70,"4",-0.207201557157699,"6","2","3",611,NA,"15","1",2,1999,"1",36,751,6,"6","1",0,"4",0,0,"5",37884025,0,"9",6,2008,"5","2",84,"2",0,1920,"1","1",128000
71,3,"5","5",NA,472,0,1,"1","6",7,29,"5","2",10264,0,0,158,2,"13",1588,5,"3","2","7",0,NA,"2",NA,"3","6",0,1999,"4","2",0,0,"1","2",1588,NA,"3",78,"4","2","5","3",1162,20,"3",1350242.7648928,"3","2","1",426,NA,"14","1",2,1999,"1",36,1588,6,"1","1",0,"3",0,0,"5",105349696,183,"9",8,2006,"5","2",0,"3",0,1999,"1","4",214000
72,4,"5","2",NA,180,0,1,"1","4",5,0,"2","6",6120,574,1,24,1,"9",1513,8,"1","2","7",0,NA,"3",NA,"1","6",0,1933,"4","2",0,0,"1","3",939,NA,"4",51,"5","2","5","3",0,70,"4",-0.315215495170049,"6","2","3",939,NA,"9","1",1,2004,"4",64,939,8,"6","2",0,"4",0,0,"5",37454400,0,"9",5,2007,"5","2",150,"3",0,1920,"1","4",137500
73,2,"5","5",NA,533,0,1,"5","20",6,69,"5","2",8012,0,0,0,2,"10",1617,5,"3","2","7",0,"2","3",NA,"3","3",1,1993,"4","2",0,0,"1","2",1604,NA,"3",50,"4","2","5","3",165,120,"3",27225.3122915366,"3","2","4",598,NA,"11","1",2,1994,"4",25,1617,5,"4","1",0,"3",841,1,"5",64192144,0,"9",7,2008,"5","2",0,"3",0,1993,"1","4",193000
74,3,"5","5",NA,577,0,1,"1","6",8,211,"5","2",9473,903,1,0,2,"13",2031,5,"3","2","7",0,"3",NA,NA,"3","6",1,2002,"4","2",0,0,"1","2",1128,NA,"3",75,"4","2","5","3",804,60,"3",646417.369806855,"6","2","4",324,NA,"14","1",2,2002,"4",49,1128,7,"3","2",0,"3",0,1,"5",89737729,NA,"9",3,2008,"5","2",0,"3",0,2002,"1","4",237000
75,3,"5","5",NA,562,0,1,"1","21",7,0,"5","2",8125,843,1,0,2,"6",1665,6,"3","2","7",0,NA,NA,NA,"3","6",0,2007,"4","2",0,0,"1","2",813,NA,"3",65,"2","2","5","3",0,60,"3",0.458485326855198,"6","2","4",813,NA,"6","1",2,2007,"4",49,822,7,"6","2",0,"3",0,0,"5",66015625,NA,"9",5,2008,"5","2",0,"3",0,2007,"1","4",205950
76,3,"5","5",NA,786,0,1,"1","21",7,138,"5","2",9416,0,0,171,2,"6",1726,5,"3","2","7",266,"3","4",NA,"3","6",1,2007,"4","2",0,0,"1","1",1726,NA,"1",79,"4","2","5","3",1126,20,"1",1267875.56863536,"3","4","4",600,NA,"6","1",3,2007,"4",64,1726,8,"3","2",0,"1",0,1,"5",88661056,205,"7",9,2007,"6","2",0,"3",0,2007,"1","4",311872
77,4,"2","5",NA,240,0,1,"1","8",4,0,"5","6",8405,441,0,92,2,"15",1529,3,"1","1","5",0,NA,"3",NA,"4",NA,0,1945,"4","2",0,0,"1","3",0,NA,NA,50,"4","2","5","3",0,50,"4",1.83238766938644,"1","2",NA,0,NA,"16","5",1,1950,"4",81,1088,9,NA,"3",0,"4",0,0,"5",70644025,0,"9",4,2009,"5","6",185,"3",0,1945,"1",NA,98000
78,1,"5","5",NA,420,0,1,"5","6",6,0,"5","2",4426,0,0,149,1,"13",848,5,"3","2","7",0,"5","2",NA,"3","6",1,2004,"4","2",0,0,"1","2",848,NA,"3",NA,"5","2","5","3",697,120,"3",485808.945893214,"3","2","1",151,NA,"14","1",2,2004,"4",9,848,3,"3","1",0,"3",0,1,"5",19589476,147,"9",5,2008,"5","2",0,"3",0,2004,"1","4",149300
79,4,"2","2",NA,180,0,1,"1","7",5,40,"2","6",13132,892,1,203,1,"14",1784,5,"1","2","7",0,NA,"3",NA,"1","6",0,1914,"4","2",0,0,"1","3",747,NA,"3",96,"4","2","5","3",0,70,"4",0.951425899941616,"6","2","3",747,NA,"15","3",1,1950,"4",81,892,9,"6","3",0,"4",0,0,"5",172449424,0,"9",7,2006,"5","2",0,"3",0,1914,"1","4",138887
80,3,"5",NA,NA,0,0,1,"2","8",5,0,NA,NA,7000,527,0,85,1,"9",1347,7,"1","2","7",0,NA,"3",NA,"2","6",0,NA,"4","2",0,0,"1",NA,1117,NA,"3",70,"4","2","5","3",969,190,"4",938961.51399856,"6","2","2",148,NA,"9","5",0,1991,"4",25,820,5,"3","1",0,"4",0,1,"5",4.9e+07,0,"9",1,2008,"5","2",148,"3",0,1910,"1","4",107500
81,2,"5","5",NA,569,0,1,"1","20",7,0,"5","2",12800,0,0,80,2,"14",1644,5,"3","2","7",396,"5","2",NA,"3","6",1,1989,"3","2",0,0,"1","1",1518,NA,"3",NA,"4","2","5","3",1518,80,"3",2304326.34436332,"8","2","2",0,NA,"15","3",2,1989,"4",25,1644,5,"3","2",1,"3",0,1,"5",163840000,145,"9",8,2009,"5","2",0,"3",0,1989,"2","4",275000
82,2,"5","5",NA,438,0,1,"5","1",7,0,"5","2",3010,0,0,108,2,"13",1248,5,"3","2","7",0,NA,"2",NA,"3","6",0,2005,"4","2",0,0,"1","1",1248,NA,"3",43,"4","2","5","3",16,120,"3",254.378603195007,"3","2","1",1232,NA,"14","1",2,2006,"4",25,1248,5,"3","2",0,"3",0,0,"5",9060100,16,"7",3,2006,"6","2",0,"3",0,2005,"1","4",167240
83,2,"5","5",NA,280,0,1,"4","3",6,0,"5","6",1869,504,1,0,1,"7",987,6,"3","2","7",0,NA,"2",NA,"2","6",0,1987,"4","2",0,0,"1","3",483,NA,"4",21,"5","2","5","3",321,160,"4",103040.903922203,"6","2","4",162,NA,"7","5",1,1970,"4",25,483,5,"5","1",0,"4",0,0,"5",3493161,127,"9",9,2008,"5","2",0,"3",0,1970,"1","4",106000
84,2,"5","5",NA,462,0,2,"3","13",4,0,"5","5",9842,0,0,0,2,"7",1224,5,"3","2","7",0,NA,"3",NA,"4",NA,0,1962,"4","2",0,0,"1","3",0,NA,NA,70,"4","2","3","3",0,90,"4",0.59640289023391,"3","2",NA,0,NA,"7","5",2,1962,"4",36,1224,6,NA,"2",0,"4",0,0,"5",96864964,0,"9",3,2007,"5","2",0,"3",0,1962,"1",NA,101800
85,3,"5","5",NA,484,0,1,"1","18",7,238,"5","6",11426,720,1,280,2,"13",2082,5,"1","2","5",0,NA,"3",NA,"3","6",0,2003,"4","2",0,0,"1","3",1362,NA,"3",63,"5","2","5","3",0,50,"4",0.0269015590008719,"1","2","4",1362,NA,"14","1",2,2003,"4",36,1362,6,"6","2",0,"3",0,0,"5",130553476,0,"9",6,2008,"5","2",0,"3",0,2003,"1","4",200000
86,2,"5","5",NA,480,0,1,"1","18",5,0,"2","6",8520,0,0,0,1,"14",968,6,"1","2","7",0,NA,"3",NA,"2","6",0,1935,"4","2",0,0,"1","3",968,NA,"4",60,"5","2","5","3",0,30,"3",2.30183709658006,"3","2","4",968,NA,"15","5",2,2006,"4",25,968,5,"6","2",0,"4",0,0,"5",72590400,0,"9",7,2007,"5","2",184,"3",0,1923,"1","4",100000
87,3,"5","5",NA,577,0,1,"1","6",7,29,"5","2",10335,0,0,144,2,"13",1501,5,"3","2","7",0,NA,"2",NA,"3","6",0,1999,"4","2",0,0,"1","2",1490,NA,"3",78,"4","2","5","3",679,20,"3",461040.713279652,"3","2","2",811,NA,"14","1",2,1999,"1",36,1501,6,"3","3",0,"3",0,1,"5",106812225,183,"9",6,2009,"5","2",0,"3",0,1999,"1","4",204000
88,3,"5","5",NA,336,0,1,"1","19",5,144,"5","6",8450,0,0,416,1,"9",894,8,"3","2","7",0,"3","3","3","2","2",1,1973,"4","2",0,0,"1","3",894,NA,"4",65,"4","2","5","6",553,20,"4",305808.693265342,"3","2","4",224,NA,"9","1",1,2009,"4",25,894,5,"3","1",0,"4",117,1,"3",71402500,0,"9",4,2010,"5","2",0,"3",0,1965,"1","4",138500
89,3,"5","5",NA,556,0,1,"1","6",8,65,"5","2",10000,870,1,0,2,"13",2090,5,"3","2","7",0,"5","2",NA,"3","6",1,1995,"4","2",0,0,"1","2",1220,NA,"3",80,"4","2","5","3",1079,60,"3",1164242.46886972,"6","2","4",141,NA,"14","1",2,1996,"4",64,1220,8,"3","3",0,"3",0,1,"5",1e+08,438,"9",12,2007,"5","2",0,"3",0,1995,"1","4",240000
90,3,"5","5",NA,672,0,1,"1","6",5,64,"5","2",10859,0,1,392,1,"13",1097,5,"3","2","7",0,NA,"3",NA,"3","6",0,1995,"4","2",0,0,"1","3",1097,NA,"3",112,"4","2","1","3",0,20,"4",-0.713427266387064,"3","2","4",1097,NA,"14","1",2,1995,"4",36,1097,6,"6","3",0,"4",0,0,"5",117917881,0,"9",6,2009,"5","2",0,"3",0,1994,"1","4",145000
91,3,"5","5",NA,529,0,1,"1","17",6,0,"5","2",16635,0,0,240,2,"6",1602,7,"3","2","7",0,"5","4",NA,"2","6",1,1977,"4","2",0,0,"1","1",1602,NA,"3",NA,"4","2","3","3",1246,20,"3",1552515.83686312,"3","2","4",356,NA,"6","3",2,2000,"1",64,1602,8,"1","2",1,"3",0,0,"5",276723225,126,"9",6,2009,"5","2",0,"3",0,1977,"1","4",215000
92,4,"5","5",NA,312,0,1,"1","19",5,0,"5","2",21286,551,0,0,2,"14",1271,5,"3","2","7",0,"3","3",NA,"2","6",1,1948,"4","2",0,0,"1","3",720,NA,"4",115,"4","2","5","3",0,50,"4",-2.03137356459642,"1","2","4",720,NA,"15","5",1,1950,"4",49,720,7,"6","2",0,"4",0,0,"5",453093796,0,"9",8,2008,"5","2",108,"3",0,1948,"1","4",135000
93,2,"5",NA,NA,0,0,3,"2","18",4,0,NA,NA,4456,716,0,0,2,"9",1452,5,"1","2","7",0,NA,"3",NA,"1","6",0,NA,"4","2",0,0,"1",NA,736,NA,"4",33,"5","2","5","3",0,190,"4",1.15746450934514,"6","2","4",736,NA,"9","3",0,2008,"4",64,736,8,"6","2",0,"4",0,0,"5",19855936,0,"7",6,2009,"6","2",102,"3",0,1920,"1","4",113000
94,4,"5","5",NA,423,1300,1,"1","12",6,0,"5","2",12508,767,0,245,2,"13",1750,7,"3","2","5",0,NA,"3",NA,"2","6",0,1989,"4","2",0,0,"1","3",983,"3","3",75,"4","2","5","3",660,50,"4",435600.156851968,"1","2","3",323,NA,"14","1",1,1985,"1",49,983,7,"1","2",0,"4",0,1,"5",156450064,0,"9",7,2008,"5","2",156,"3",0,1940,"1","4",160000
95,3,"5","5","2",308,0,1,"1","23",5,0,"5","6",5000,665,0,0,2,"4",1691,6,"3","2","7",0,"3","3",NA,"1","6",1,1924,"4","2",0,0,"1","3",1026,NA,"4",50,"4","2","5","3",218,50,"4",47525.3828388686,"1","2","4",808,NA,"15","5",1,1950,"4",36,1026,6,"4","2",0,"3",0,0,"5",2.5e+07,0,"9",5,2010,"5","2",242,"3",0,1924,"1","4",127000
96,2,"5","5",NA,400,0,1,"1","9",4,0,"5","6",19138,0,0,0,1,"13",864,5,"3","2","7",0,NA,"3",NA,"2","6",0,1951,"4","2",0,0,"1","3",864,NA,"4",140,"4","2","1","3",120,20,"4",14400.2393332635,"3","2","4",744,NA,"14","1",2,1951,"4",16,864,4,"4","2",0,"4",0,0,"5",366263044,0,"9",6,2010,"5","2",0,"3",0,1951,"1","4",141000
97,4,"5","5",NA,216,0,1,"1","7",7,0,"2","6",7588,901,1,0,1,"12",1802,6,"3","2","7",0,"3","3",NA,"1","6",1,1920,"4","2",0,0,"1","3",793,NA,"2",54,"4","2","5","3",352,70,"4",123904.419882013,"6","2","4",441,NA,"13","3",1,1950,"4",81,901,9,"4","3",0,"4",0,0,"5",57577744,0,"9",7,2006,"5","2",40,"3",0,1920,"1","4",200100
98,4,"2",NA,NA,0,0,2,"3","8",4,0,NA,NA,12108,0,0,0,2,"13",1440,4,"3","1","7",0,NA,"2",NA,"2","6",0,NA,"4","2",0,0,"1",NA,1440,NA,"4",92,"4","2","5","3",133,90,"4",17689.982140132,"3","2","4",1307,NA,"14","5",0,1955,"4",64,1440,8,"1","1",0,"2",0,0,"5",146603664,270,"9",9,2008,"5","2",0,"3",0,1955,"1","4",118000
99,3,"5","3",NA,504,0,1,"1","13",6,0,"5","2",8250,0,0,0,1,"7",1092,7,"3","2","7",0,NA,"4","3","2","6",0,1964,"4","2",0,0,"1","2",1092,NA,"3",75,"4","2","5","3",787,20,"4",619367.675538854,"3","4","4",305,NA,"7","1",2,1964,"4",36,1092,6,"5","2",0,"4",0,1,"5",68062500,260,"9",7,2008,"5","2",0,"3",0,1964,"1","4",145000
100,4,"5","5",NA,576,0,1,"1","8",6,29,"5","2",12615,0,0,0,2,"15",2158,7,"3","2","7",0,"3","3","3","2","6",1,1950,"4","2",0,0,"1","3",1202,NA,"4",84,"4","2","1","3",477,20,"4",227528.835917568,"3","2","1",725,NA,"16","5",2,2001,"4",49,2158,7,"1","1",0,"3",0,1,"5",159138225,0,"9",6,2007,"5","2",39,"3",0,1950,"1","2",243000
101,1,"5","5",NA,452,0,1,"1","5",5,48,"5","2",25095,0,0,0,1,"14",1473,8,"3","2","7",60,"3","3",NA,"2","6",2,1968,"3","2",0,0,"1","3",1437,NA,"4",65,"4","6","5","3",1324,20,"4",1752976.27630274,"3","1","2",113,NA,"15","1",1,2003,"1",25,1473,5,"3","2",0,"1",0,2,"5",629759025,0,"9",6,2009,"6","2",0,"3",0,1968,"3","4",143000
102,3,"5","5",NA,440,0,1,"5","15",6,0,"5","6",2308,744,1,48,2,"10",1548,6,"3","2","7",0,"5","3",NA,"2","6",1,1976,"4","2",0,0,"1","3",804,NA,"3",24,"4","2","1","3",556,160,"4",309135.730082495,"6","2","4",248,NA,"3","5",2,1976,"4",49,804,7,"1","3",0,"3",0,1,"5",5326864,0,"9",7,2007,"5","2",0,"3",0,1976,"1","4",155000
103,3,"5","5",NA,530,0,1,"1","17",7,0,"5","2",10400,0,0,98,2,"10",1682,6,"3","2","7",0,"3","2","3","3","6",1,1970,"4","2",0,0,"1","3",1304,NA,"4",80,"4","2","5","3",0,20,"4",-0.846220532510839,"3","4","4",1304,NA,"11","3",2,1970,"4",49,1682,7,"6","2",0,"4",0,0,"5",108160000,288,"9",5,2008,"5","2",0,"3",0,1970,"1","4",174000
104,2,"5","3",NA,484,0,1,"1","24",7,58,"3","2",8049,0,0,0,2,"7",1339,5,"3","2","7",90,"5","2",NA,"2","6",1,1990,"4","2",0,0,"1","1",1309,NA,"3",50,"4","2","2","3",1053,20,"4",1108808.42949002,"3","4","4",256,NA,"7","5",2,1990,"1",36,1339,6,"1","1",0,"4",0,1,"5",64786401,54,"9",7,2006,"5","2",0,"3",0,1990,"1","4",180000
105,3,"1","5","2",216,0,1,"1","18",6,0,"5","6",5400,467,0,0,2,"9",1616,7,"3","2","7",0,NA,"3",NA,"1","6",0,1926,"4","2",0,0,"1","3",1149,NA,"4",40,"5","2","1","3",370,40,"4",136900.503428213,"3","2","3",779,NA,"9","3",1,2004,"4",25,1149,5,"4","2",0,"3",0,0,"3",29160000,0,"9",10,2007,"5","2",183,"3",0,1926,"1","4",152000
106,3,"5","5",NA,588,0,1,"1","12",6,0,"5","6",7937,0,0,120,1,"7",1003,6,"3","2","7",0,NA,"3","1","2","6",0,1984,"4","2",0,0,"1","3",1003,NA,"4",37,"4","2","2","3",819,80,"4",670760.662467733,"8","2","1",184,NA,"7","5",2,1984,"1",36,1003,6,"3","2",0,"4",0,1,"5",62995969,0,"9",3,2006,"5","2",0,"3",0,1984,"1","4",142500
107,2,"5","5",NA,338,0,1,"1","18",4,0,"5","6",5400,534,0,0,1,"5",1374,6,"3","2","7",0,NA,"3",NA,"3","5",0,1967,"4","2",0,0,"1","1",840,NA,"4",90,"4","2","1","1",315,50,"2",99224.6642902696,"1","2","4",420,NA,"5","1",1,1950,"4",36,840,6,"1","1",0,"4",105,0,"5",29160000,0,"9",10,2009,"5","2",198,"3",0,1920,"1","4",105000
108,3,"5","5",NA,462,0,1,"1","17",6,0,"5","2",9156,0,0,0,2,"4",1489,7,"3","2","7",0,"3","3",NA,"2","6",1,1968,"4","2",0,0,"1","2",1489,NA,"4",NA,"4","2","5","5",0,20,"4",1.23875593445489,"3","4","4",1489,NA,"4","3",2,1968,"1",49,1489,7,"6","1",0,"3",0,0,"5",83832336,0,"9",8,2009,"5","2",0,"3",0,1968,"1","4",185750
109,4,"5","5",NA,434,0,1,"1","6",7,48,"5","4",8200,1081,1,100,2,"13",1928,5,"3","2","7",0,"3","3",NA,"3","6",1,2003,"4","2",0,0,"1","1",847,NA,"3",65,"4","2","5","3",0,60,"3",2.10842903716709,"6","2","4",847,NA,"14","1",2,2004,"4",64,847,8,"6","2",0,"3",0,0,"5",67240000,0,"9",7,2007,"5","2",0,"3",0,2003,"1","4",219500
110,4,"5",NA,NA,0,0,2,"2","8",5,0,NA,NA,10106,547,0,140,2,"14",1355,7,"3","2","7",0,NA,"3",NA,"1","5",0,NA,"4","2",0,0,"1",NA,644,NA,"4",62,"4","2","5","3",351,190,"4",123201.363436628,"1","2","4",112,NA,"15","3",0,1999,"4",36,808,6,"1","1",0,"4",181,1,"3",102131236,0,"9",9,2008,"5","2",0,"3",0,1940,"1","4",127500
111,5,"5","5",NA,576,0,1,"5","11",6,20,"5","2",3964,1230,1,728,2,"6",2521,4,"3","2","1",0,"3","3","1","2","6",1,1973,"4","2",0,0,"1","1",942,NA,"3",42,"5","2","5","3",837,160,"4",700568.800379725,"6","2","4",105,NA,"6","3",2,1973,"4",100,1291,10,"1","3",0,"4",0,1,"5",15713296,0,"9",6,2006,"5","2",0,"3",0,1973,"1","4",151400
112,2,"5","5",NA,615,0,1,"1","17",6,0,"5","2",11717,0,0,371,2,"7",1442,6,"3","2","7",0,"5","2",NA,"2","6",1,1970,"4","2",0,0,"1","2",1442,NA,"4",NA,"4","2","5","4",0,20,"4",-0.224912285711156,"3","4","4",1442,NA,"7","5",2,1970,"1",36,1442,6,"6","3",0,"4",0,0,"5",137288089,571,"9",2,2009,"5","2",0,"3",0,1970,"1","4",185000
113,4,"5","5",NA,668,0,1,"1","21",6,18,"5","4",14598,1039,1,100,2,"13",1933,5,"3","2","7",0,"3","4",NA,"3","6",1,2007,"4","2",0,0,"1","1",894,NA,"3",86,"4","2","2","2",0,60,"3",-0.0918389207016424,"6","2","3",894,NA,"14","1",3,2007,"1",81,894,9,"6","2",0,"3",0,0,"5",213101604,74,"9",1,2008,"5","2",0,"3",0,2007,"1","4",214000
114,3,"5","5",NA,825,0,1,"1","21",8,45,"5","2",10000,0,0,144,2,"13",1588,5,"3","2","7",0,"3","4",NA,"3","6",1,2006,"4","2",0,0,"1","2",1588,NA,"3",85,"4","2","5","3",0,20,"3",-0.881841133001125,"3","4","1",1588,NA,"14","1",3,2006,"4",49,1588,7,"6","1",0,"3",0,0,"5",1e+08,410,"9",12,2007,"5","2",0,"3",0,2006,"1","2",227000
115,1,"5",NA,NA,0,0,1,"4","11",4,0,NA,NA,1936,0,0,0,1,"6",630,6,"3","2","7",0,NA,"3","3","2","3",0,NA,"4","2",0,0,"1",NA,630,NA,"3",21,"5","2","5","3",131,180,"4",17160.6156894048,"7","2","1",0,NA,"6","3",0,1970,"4",9,630,3,"2","1",0,"4",499,1,"5",3748096,0,"9",12,2007,"5","2",0,"3",0,1970,"1","4",84500
116,2,"5","5",NA,240,0,1,"1","18",5,0,"5","2",7200,0,0,0,1,"9",804,7,"3","2","7",0,"3","4","3","2","6",2,1940,"4","2",0,0,"1","3",788,NA,"4",60,"5","2","1","3",510,30,"4",260100.149268833,"3","2","4",278,NA,"9","5",1,1992,"4",16,804,4,"2","2",0,"3",0,1,"3",51840000,294,"9",2,2010,"1","2",154,"3",0,1940,"1","4",119000
117,3,"5","5",NA,529,700,1,"2","24",5,0,"5","2",164660,167,0,670,2,"10",1786,6,"3","2","7",0,"3","3",NA,"2","2",2,1965,"2","1",0,0,"1","1",1499,"3","4",NA,"4","2","1","3",1249,190,"4",1560001.95058922,"1","2","2",103,NA,"11","1",2,1965,"1",49,1619,7,"1","2",0,"4",147,2,"5",27112915600,0,"9",8,2008,"5","2",0,"3",0,1965,"3","4",228950
118,3,"5","5",NA,540,0,1,"1","6",6,35,"5","2",8633,738,1,100,2,"13",1476,5,"3","2","7",0,NA,"3",NA,"3","6",0,2005,"4","2",0,0,"1","1",738,NA,"3",64,"4","2","3","3",193,60,"3",37247.6915716285,"6","2","4",545,NA,"14","1",2,2005,"4",49,738,7,"3","1",0,"3",0,1,"5",74528689,0,"9",2,2009,"5","2",0,"3",0,2005,"1","4",173500
119,4,"5","5",NA,711,0,1,"1","14",8,76,"5","2",46589,762,1,517,2,"13",2448,7,"3","2","7",0,"5","2",NA,"3","5",1,1994,"4","2",0,0,"1","2",1629,NA,"3",52,"4","2","2","3",1361,60,"3",1852320.01644188,"6","4","4",88,NA,"14","1",3,2005,"2",64,1686,8,"3","2",0,"3",180,1,"5",2170534921,528,"9",7,2009,"5","2",0,"3",0,1994,"1","2",402000
120,4,"5","5",NA,696,0,1,"1","14",8,66,"5","2",9200,1160,1,0,2,"13",2630,5,"3","2","7",0,"5","2",NA,"3","6",1,1998,"4","2",0,0,"1","1",1470,NA,"3",80,"4","2","5","3",986,60,"3",972196.699149065,"6","2","4",484,NA,"14","3",3,1998,"4",64,1470,8,"3","3",0,"3",0,1,"5",84640000,473,"9",6,2008,"5","2",0,"3",0,1998,"1","4",315000
121,2,"1","5",NA,528,0,1,"1","10",4,0,"5","6",7500,430,0,30,1,"9",1128,4,"3","2","7",0,NA,"3",NA,"2","6",0,1980,"4","2",0,0,"1","2",698,NA,"4",60,"1","2","5","3",0,50,"4",-1.5625951145175,"1","2","4",698,NA,"9","5",2,1950,"4",36,698,6,"6","1",0,"4",0,0,"3",56250000,0,"1",4,2010,"1","2",164,"3",0,1920,"1","4",68400
122,3,"5","3",NA,490,0,1,"1","13",6,129,"3","2",9020,0,1,0,1,"7",1165,7,"3","2","7",0,NA,"2","1","2","1",0,1966,"4","2",0,0,"1","2",1127,NA,"4",82,"4","2","5","3",312,80,"4",97343.7225696009,"8","2","2",276,NA,"7","5",2,1966,"4",36,1165,6,"5","3",0,"4",539,1,"5",81360400,183,"9",5,2008,"5","2",0,"3",0,1966,"1","4",174900
123,2,"5","5",NA,511,0,1,"1","24",8,64,"5","2",16669,0,1,574,2,"10",1707,6,"3","2","7",0,"5","2",NA,"2","6",1,1981,"4","2",0,0,"1","2",1686,NA,"3",NA,"4","7","1","3",0,20,"3",-0.996608218602001,"3","4","4",1686,NA,"11","5",2,1981,"1",36,1707,6,"6","3",0,"4",0,0,"5",277855561,653,"9",1,2006,"5","2",0,"3",0,1981,"1","4",228000
124,2,"5","5",NA,418,0,1,"1","12",5,38,"5","2",10010,0,0,240,1,"7",1389,5,"3","2","7",0,"5","3",NA,"2","4",1,1975,"4","2",0,0,"1","2",1389,NA,"3",77,"4","2","5","3",1071,20,"4",1147042.33515381,"3","2","1",195,NA,"7","3",2,1975,"4",36,1389,6,"1","2",0,"4",123,1,"5",100200100,0,"9",4,2006,"5","2",0,"3",0,1974,"2","4",170000
125,2,"5","5",NA,234,0,1,"1","8",4,113,"5","2",9340,0,0,0,1,"9",672,6,"1","2","7",0,NA,"3",NA,"2","6",0,1941,"4","2",0,0,"1","3",672,NA,"4",50,"4","2","5","3",344,30,"4",118335.867559518,"3","4","4",328,NA,"9","5",1,1950,"4",16,672,4,"5","2",0,"4",0,1,"5",87235600,0,"9",8,2009,"5","2",0,"3",0,1941,"1","4",113000
126,4,"5","5",NA,749,0,1,"1","24",8,0,"5","2",12244,780,1,168,2,"13",2262,5,"3","2","7",0,"3","4",NA,"3","6",2,2003,"4","2",0,0,"1","1",1482,NA,"3",85,"4","2","5","3",871,60,"3",758639.943074233,"6","4","2",611,NA,"14","1",3,2003,"4",100,1482,10,"3","2",0,"3",0,1,"5",149915536,226,"9",8,2008,"5","2",0,"3",0,2003,"1","4",305000
127,3,"5","5",NA,216,0,1,"1","4",5,0,"5","6",6000,464,0,0,1,"14",1348,8,"1","2","7",0,"2","3",NA,"1","6",1,1960,"4","2",0,0,"1","3",884,NA,"4",50,"5","2","1","3",0,50,"4",-0.534753228317216,"1","2","4",884,NA,"15","1",1,1997,"4",25,884,5,"6","1",0,"4",0,1,"5",3.6e+07,0,"9",5,2009,"5","2",208,"3",0,1925,"1","4",117000
